id,Year,Title,Abstract,include_stage2,reason_stage2,include_stage3,reason_stage3,include_stage4,reason_stage4,publication_type,confidence_stage4,include_stage5,reason_stage5,has_comparator,detected_comparator,has_primary_outcomes,detected_outcomes,confidence_stage5
J6265,2025,The Cost Effectiveness of Elective Surgical Procedures with Longer NHS Waiting Lists: A Targeted Review,Objectives,TRUE,"Mentions NHS, indicating a UK setting.",TRUE,Study focuses on NHS elective surgical procedures.,TRUE,"Unclear publication type, flagged for review",Unknown,0.7,FALSE,Abstract lacks explicit comparator and primary outcomes,FALSE,Unknown,FALSE,[],0.4
J6271,2025,The structural and organizational aspects of human papillomavirus vaccine affecting immunization coverage in Europe: a systematic review,"The introduction of HPV vaccinations, that can prevent most prevalent HPV-related cancers of various body districts, is a public health milestone. Despite broad immunization programs, European Health Systems face structural and organizational difficulties that hinder care. This study examined structural and organizational elements that may affect HPV vaccine coverage. We searched numerous databases from January 1, 1995 to May 15, 2023, for literature on HPV immunization research methodologies. Structural and Organizational aspects that cause HPV vaccine concerns in women and men were examined in the outcome evaluations and the research examined vaccination willingness factors. Ottawa, JBI's critical appraisal tool, and Amstar quality assessment assessed bias. A total of 10 articles from 312 studies met the inclusion criteria. Studies were undertaken in Italy, Belgium, England, Switzerland, France, the UK, and Spain. There were also combined-diverse studies in 15 and 27 European countries. Several primary healthcare strategies have increased HPV vaccination rates. These include vaccine procurement and cost-effectiveness, school-based immunization programs, electronic health databases, health professional training, health education and communication, and monitoring and surveillance. Copyright Ã‚Â© 2025. The Author(s).",TRUE,Study includes England and the UK as settings.,TRUE,Study involves primary healthcare strategies in Europe.,TRUE,"Systematic review in reputable journal, likely peer-reviewed.",Peer-reviewed,0.9,FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,"['clinical', 'cost']",0.8
J6277,2025,Patient and practitioner perceptions around use of artificial intelligence within the English NHS diabetic eye screening programme,"Aims: Automated retinal image analysis using Artificial Intelligence (AI) can detect diabetic retinopathy as accurately as human graders, but it is not yet licensed in the NHS Diabetic Eye Screening Programme (DESP) in England. This study aims to assess perceptions of People Living with Diabetes (PLD) and Healthcare Practitioners (HCP) towards AI's introduction in DESP. Method(s): Two online surveys were co-developed with PLD and HCP from a diverse DESP in North East London. Surveys were validated through interviews across three centres and distributed via DESP centres, charities, and the British Association of Retinal Screeners. A coding framework was used to analyse free-text responses. Result(s): 387 (24%) PLD and 98 (37%) HCP provided comments. Themes included trust, workforce impact, the patient-practitioner relationship, AI implementation challenges, and inequalities. Both groups agreed AI in DESP was inevitable, would improve efficiency, and save costs. Concerns included job losses, data security, and AI decision safety. A common misconception was that AI would directly affect patient interactions, though it only processes retinal images. Conclusion(s): Limited understanding of AI was a barrier to acceptance. Educating diverse PLD groups and HCP about AI's accuracy and reliability is crucial to building trust and facilitating its integration into screening practices. Copyright Ã‚Â© 2024",TRUE,Study conducted within the English NHS setting.,TRUE,Study occurs in NHS Diabetic Eye Screening Programme.,TRUE,"Appears to be a peer-reviewed study, not a protocol or commentary.",Peer-reviewed,0.9,FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,"['cost', 'safety']",0.8
J6289,2025,European strategies in the screening of biliary atresia: A scoping review,"Background Biliary atresia (BA) is a rare condition that meets the criteria for neonatal screening. Taiwan province of China led the way in BA screening during the 1990s by introducing a neonatal stool color card (SCC), which proved effective in facilitating early BA diagnosis and improving outcomes. Another commonly studied BA screening approach is serum bilirubin measurement. Several European countries have also begun implementing BA screening initiatives, although slowly. In this study, we evaluate BA screening strategies across Europe. Methods Published data, after having performed a scoping review, as well as internet searches were analyzed. Screening approaches proposed in Europe are described, including SCC, serum bilirubin measurements, and other biochemical markers such as bile acids or amino acid profiles. Results In Europe, national BA screening programs have been established solely in Switzerland, France, and Germany, all using the SCC. Other European countries, such as the Netherlands, Portugal, and Italy, have made efforts, but have yet to achieve broad implementation beyond localized initiatives. Skepticism among healthcare professionals and logistical challenges seem to hinder broader adoption. Emerging technologies, such as artificial intelligence-enhanced SCC applications, may show promise in overcoming these barriers. Serum bilirubin measurement is another widely deliberated method, particularly in the UK, where it has been shown to be sensitive and specific for BA detection. However, logistical and financial limitations remain key obstacles to its widespread use. Other biochemical methods, such as bile acid and amino acid profiling, have shown potential in research settings, but lack clinical translation in Europe. Conclusions This review highlights Europe's limited role in global BA screening efforts and emphasizes the need for advocacy, collaboration, and integration of screening strategies tailored to regional healthcare systems. Combining the SCC with bilirubin measurements could optimize cost-effectiveness and efficiency. Expanding BA screening programs requires strengthening advocacy efforts to improve outcomes for affected infants. Copyright Ã‚Â© Author(s) (or their employer(s)) 2025.",TRUE,Mentions BA screening in the UK,TRUE,BA screening involves NHS and community health settings.,TRUE,"Scoping review likely peer-reviewed, not a protocol or commentary.",Peer-reviewed,0.9,FALSE,Scoping review without comparative effects,FALSE,Unknown,FALSE,[],0.9
J6295,2025,Cross language transformation of free text into structured lobectomy surgical records from a multi center study,"In a recent study, the effectiveness of GPT-4 Omni in transforming lobectomy surgical records into structured data across multiple languages was explored. The aim was to improve both efficiency and accuracy in documenting thoracic surgical oncology procedures. Involving 466 records from seven specialized hospitals, the process started with OCR and text normalization. A manual restructuring by thoracic oncologists set the benchmark for fine-tuning Generative Pre-trained Transformer 4 Omni (GPT-4o). Experts reviewed the AI's output, assessing it on accuracy, precision, recall, and F1 scores. GPT-4o demonstrated high performance across both Chinese and English records, achieving an accuracy of 0.966, precision of 0.981, recall of 0.982, and an F1-score of 0.982 in both language settings. Results showed that GPT-4o was highly effective in both Chinese and English, significantly speeding up documentation compared to traditional methods. While it performed well across languages and reduced review times, common error types included terminology misinterpretations (2.82%), procedural sequence errors (1.41%), and omissions of key details (0.47%). While it performed well across languages and reduced review times, these limitations highlight areas for further refinement, particularly in enhancing contextual understanding and mitigating minor errors. Nonetheless, GPT-4o shows great potential in standardizing surgical records, streamlining workflows, and boosting care and research in thoracic oncology. Copyright Ã‚Â© 2025. The Author(s).",TRUE,"Unclear setting, flagged for review",TRUE,Study involves hospitals for surgical records.,TRUE,Peer-reviewed article on surgical records transformation,Peer-reviewed,0.9,FALSE,No clear comparator or primary cost/impact outcomes detected,FALSE,Unknown,TRUE,['clinical'],0.8
J6296,2025,Cross language transformation of free text into structured lobectomy surgical records from a multi center study,"In a recent study, the effectiveness of GPT-4 Omni in transforming lobectomy surgical records into structured data across multiple languages was explored. The aim was to improve both efficiency and accuracy in documenting thoracic surgical oncology procedures. Involving 466 records from seven specialized hospitals, the process started with OCR and text normalization. A manual restructuring by thoracic oncologists set the benchmark for fine-tuning Generative Pre-trained Transformer 4 Omni (GPT-4o). Experts reviewed the AI's output, assessing it on accuracy, precision, recall, and F1 scores. GPT-4o demonstrated high performance across both Chinese and English records, achieving an accuracy of 0.966, precision of 0.981, recall of 0.982, and an F1-score of 0.982 in both language settings. Results showed that GPT-4o was highly effective in both Chinese and English, significantly speeding up documentation compared to traditional methods. While it performed well across languages and reduced review times, common error types included terminology misinterpretations (2.82%), procedural sequence errors (1.41%), and omissions of key details (0.47%). While it performed well across languages and reduced review times, these limitations highlight areas for further refinement, particularly in enhancing contextual understanding and mitigating minor errors. Nonetheless, GPT-4o shows great potential in standardizing surgical records, streamlining workflows, and boosting care and research in thoracic oncology.",TRUE,"Unclear setting, flagged for review",TRUE,Study involves surgical records from hospitals.,TRUE,Appears to be a peer-reviewed research article.,Peer-reviewed,0.9,FALSE,No comparator group detected,FALSE,Unknown,TRUE,['clinical'],0.8
J1785,2020,Ankle Home Stay Programme:- A review of ankle fracture management and costs at a busy district general hospital,Introduction:,TRUE,"Unclear setting, flagged for review",TRUE,Study occurs in a district general hospital.,TRUE,"Unclear publication type, flagged for review",Unknown,0.6,FALSE,Abstract lacks comparator and primary outcomes,FALSE,Unknown,FALSE,[],0.6
J1792,2020,Can network science reveal structure in a complex healthcare system? A network analysis using data from emergency surgical services,"Hospitals are complex systems and optimising their function is critical to the provision of high quality, cost effective healthcare. Metrics of performance have to date focused on the performance of individual elements rather than the whole system. Manipulation of individual elements of a complex system without an integrative understanding of its function is undesirable and may lead to counterintuitive outcomes and a holistic metric of hospital function might help design more efficient services. Objectives We aimed to use network analysis to characterise the structure of the system of perioperative care for emergency surgical admissions in our tertiary care hospital. Design We constructed a weighted directional network representation of the emergency surgical services using patient location data from electronic health records. Setting A single-centre tertiary care hospital in the UK. Participants We selected data from the retrospective electronic health record data of all unplanned admissions with a surgical intervention during their stay during a 3.5-year period, which resulted in a set of 16 500 individual admissions. Methods We then constructed and analysed the structure of this network using established methods from network science such as degree distribution, betweenness centrality and small-world characteristics. Results The analysis showed the service to be a complex system with scale-free, small-world network properties. We also identified such potential hubs and bottlenecks in the system. Conclusions Our holistic, system-wide description of a hospital service may provide tools to inform service improvement initiatives and gives us insights into the architecture of a complex system of care. The implications for the structure and resilience of the service is that while being robust in general, the system may be vulnerable to outages at specific key nodes. Copyright Ã‚Â© Author(s) (or their employer(s)) 2020. Re-use permitted under CC BY. Published by BMJ.",TRUE,Study conducted in a UK hospital,TRUE,Study occurs in a tertiary care hospital in the UK.,TRUE,"Published in BMJ, a reputable peer-reviewed journal.",Peer-reviewed,0.9,FALSE,No comparator group detected,FALSE,Unknown,TRUE,"['cost', 'utilization']",0.8
J1810,2020,Behavioural modification interventions for medically unexplained symptoms in primary care: Systematic reviews and economic evaluation,BACKGROUND,TRUE,"Unclear setting, flagged for review",TRUE,Primary care is a community health setting.,TRUE,"Systematic review likely peer-reviewed, not a protocol/editorial/commentary.",Peer-reviewed,0.9,FALSE,Abstract lacks clear comparator and primary outcomes,FALSE,Unknown,FALSE,[],0.6
J1811,2020,Alcohol misuse and patient outcomes following admission to the intensive care unit at royal preston hospital-are we making good use of medical resources?,"A number of factors have led to the increased prevalence of alcohol misuse in the UK for the past few decades (1-3). Alcohol-related harm is now a leading cause of death (3,4), and has become a significant burden, especially to our healthcare system (1). A small number of these patients require admission to the intensive care unit (ICU) but their prognosis remains uncertain. There is inconsistent use of ICU regarding such individuals, which have inevitably impacted on the quality of patient care in this cohort. In this retrospective audit study, we attempted to a) investigate the on-unit and long-term survival of patients who had been admitted to the ICU at Royal Preston Hospital as a result of alcohol misuse; b) explore various factors which might have contributed to such outcomes; c) discuss, in the context of the wider society, in order to explore the ethical implications of admitting such patients to the ICU, and how the decision making will inevitably impact on efficacy of treatment and resource allocation. We reviewed 79 patients who were admitted to the ICU of Royal Preston Hospital following alcoholrelated harm against their survival outcomes. Receiver Operating Characteristic Curves, logistical Regression and Kaplan-Meier Survival Curves were used to determine the association between patient markers and their prognoses. These admissions were shown to be costly (approximately 900,432 over the 18-month period), and generally carried a poor prognosis (mortality rate=38%). Child-Pugh scores and the Model for End-Stage Liver Disease (MELD) were associated with good prognostic power. In addition, several factors were demonstrated to be associated with worse survival outcomes: female gender (odds ratio=6.67, p=0.0002), hypoglycaemia (odds ratio=4.33, p=0.0044), hypothermia (odds ratio=4.90, p=0.0048), raised lactate (odds ratio= 7.25, p=0.0004), raised alkaline phosphatase (ALP, odds ratio=4.03, p=0.0078). Many patients from this cohort would have benefited from end of life care, of which the stronger focus on symptom relief is in agreement with the principle of beneficence and non-maleficence. We noted that pre-agreed care plans that reflects individual patients' realistic prognoses would have played an important role in guiding such admissions to protect their autonomy. The question of resource allocation and social justice has become more important amid deteriorating national performance in cancer treatment (5). Elective cancer operations required shorter ICU stays (p=0.0028) and came with a possible lower mortality rate (p=0.5505). The bed days from alcohol-related admissions could have in theory accommodated 108 elective cancer surgeries per annum. Preventative strategies and personal lifestyle choice alterations are urgently needed to combat alcoholrelated harm. For the unfortunate patients who have become seriously ill from alcohol misuse, Child-Pugh scores, MELD scores, female gender, hypoglycaemia, hypothermia, raised lactate, raised alkaline phosphatase are found to be associated with adverse outcomes after admission to the intensive care unit.",TRUE,"Study conducted at Royal Preston Hospital, UK.",TRUE,Study occurs in an NHS hospital ICU setting.,TRUE,"Retrospective audit study, likely peer-reviewed.",Peer-reviewed,0.9,FALSE,No clear comparator group detected,FALSE,Unknown,TRUE,"['clinical', 'safety', 'utilization']",0.8
J3614,2022,Social prescribing for frequent attenders in primary care: An economic analysis,"Background: Social prescribing (SP) is a mechanism to link patients with community groups and third sector organizations. It offers a complimentary approach to the traditional medical models to address psychosocial needs of patients more effectively and in turn aims to reduce demand on the NHS. The aim of this study was to explore the economic benefits related to changes in the use of healthcare resources following a social prescribing intervention in four primary care practices in Wales. Method(s): Quantitative data from routine healthcare usage was collected from the 78 participants pre and post-intervention. The participants were grouped into frequent attenders (FA) (n = 21) and frequent (n = 57) non-attenders (FNA), and a cost analysis was conducted to estimate cost variances based on healthcare unit usage over the length of the pilot intervention. These were then extrapolated forward to identify potential healthcare savings. Result(s): The SP as an intervention generated the largest cost saving for FAs. The cost variance when FAs participated in the intervention shows there is a direct cost saving of 6,113 or 78.37 per participant over the 5 months of the intervention. Conclusion(s): Results suggest there may be a cost saving associated with SP interventions, however caution should be exercised in interpreting the results due to the lack of control group in this study The cost saving were largest for FAs, where the intervention reduced healthcare unit usage as well as actual and inferred impact on associated healthcare costs. This suggests that in practice to generate the maximum cost benefit SP interventions could be targeted at FAs. Copyright Ã‚Â© 2022 Lynch and Jones.",TRUE,"Study conducted in Wales, part of the UK.",TRUE,"Study occurs in primary care practices in Wales, part of NHS.",TRUE,Peer-reviewed article with economic analysis,Peer-reviewed,0.9,FALSE,No control group; lacks explicit comparator,FALSE,Unknown,TRUE,['cost'],0.9
J3618,2022,'Pn for Pn': Parenteral Nutrition for Preterm Neonates: Perspectives of a District General Hospital in Implementation of Nice Guidelines - a Quality Improvement Project,"Aims Early administration of parenteral nutrition in preterm infants is recommended with regional guidelines using absolute criterion based around gestation or birthweight to determine the need for this form of nutrition. In 2020, NICE updated their guidance for administration of parental nutrition in preterm neonates, advocating a gestational cut-off of less than 31 weeks and introducing an 8 hour administration window. We used the PDSA framework to guide the implementation of these changes. In this quality improve project, we describe the process and challenges of implementing these recommendations in our level two unit, which admits babies with a gestation greater than 27 weeks. Methods Prior to implementation, a GAP analysis was performed comparing local practice to the new NICE recommendations. This highlighted several areas that would need addressing if these guidelines were to be adopted. Retrospective and prospective quantitative data was collected from 01/12/2019 to 30/9/2021 to identify the impact of any changes made. Forty-five neonates who were started on parenteral nutrition were identified and their records reviewed. Of these, twenty-three were excluded as they were ex-utero transfers or above the gestational age threshold. Results Figure 1 summarises the results of the GAP analysis, and steps taken to address each area in the PDSA framework. Following collaboration with multiple teams from trust governance, to pharmacy and infection control, a new standard operating procedure was created for the safe preparation and administration of neonatal parenteral nutrition. Table 1 compares the management of these preterm neonates before and after the implementation of this operating procedure. Conclusion The results highlight the feasibility of application and adherence to the updated guidelines in a level two neonatal unit. Practical challenges from safe storage to prescription were addressed through collaborative working with the trust pharmacy committee allowing for a cost-effective, safe and successful protocol to be implemented. However, there is still room for improvement, with the average time for PN administration out of hours varying from 8-10hours. It would be interesting to compare our experiences to similar intensity units across the UK or tertiary neonatal units and share the good practice. (Table Presented).",TRUE,"Mentions NICE guidelines, indicating a UK setting.",TRUE,Study occurs in a district general hospital neonatal unit.,TRUE,"Unclear publication type, flagged for review",Unknown,0.7,FALSE,No clear comparator group with numeric estimates,FALSE,Unknown,FALSE,[],0.7
J3621,2022,Video Pre-Assessment in Endoscopy- a Quality Improvement Pilot Study in Response to Covid- 19,"Introduction Social distancing, staff shortages and patient isolation due to the Covid-19 pandemic has caused significant challenges in the National Health Service. The British Society of Gastroenterology warns that unavoidable delays to surveillance colonoscopy due to the pandemic risks delayed cancer diagnosis.1 We undertook a quality improvement initiative to assess if virtual pre-assessment can be adopted as an alternative to face to face (F2F) clinic, thereby improving efficiency whilst reducing patient and staff risk. Methods The current situation was assessed, change identified, and quality improvement (QI) designed2 utilising a Plan-Do- Study-Act (PDSA) method to increase clinic capacity by 10% from 90% to 100% within 8 weeks. Key stakeholders working with the systems were engaged. A single practitioner trialled and evaluated accuRX video consultation remotely. Patients required a smart phone with video capabilities. Telephone consultations were conducted here patients were unable to connect. Patients received text message links to the video platform within 24hrs of appointment. 30-minute appointment slots were allocated to gather patient health history, obtain consent and educate on bowel preparation. 10 minutes was allocated for completion of electronic records and processing of bowel prep for postage. Nursing records were completed electronically and saved securely on hospital shared drive. Results The 10% target was achieved within 8 weeks. 13 virtual clinics provided 84 clinic appointment; 78 patients (age range 18 to 92) attended clinic (45 video & 33 telephone) with 2 later converted to F2F appt. 6 DNA clinic appointment. Reasons for conversion to telephone clinic are outlined in table 1. 64 patients completed procedures, 4 awaiting test, 5 declined, 3 unwell and 2 not suitable. 94% of colonoscopy reported excellent, good, or fair bowel preparation. Patient experience was not formally measured. Conclusions Our results indicate video pre-assessment to be an alternative to F2F long-term. Strategies to improve uptake need consideration prior to wide scale implementation. Formal data is required to measure patient experience and preference. Furthermore, as we move toward a greener approach to endoscopic working the reduction of carbon footprint by minimising F2F appointments should also be acknowledged.",TRUE,"Mentions NHS and British Society of Gastroenterology, indicating UK setting.",TRUE,Study occurs in NHS setting using video pre-assessment for endoscopy.,TRUE,Appears to be a peer-reviewed article.,Peer-reviewed,0.9,FALSE,No explicit comparator or primary outcome on cost/impact,FALSE,Unknown,FALSE,[],0.8
J3626,2022,Short stay hospital admissions for an acutely unwell child: A qualitative study of outcomes that matter to parents and professionals,"Background Numbers of urgent short stay admissions (SSAs) of children to UK hospitals are rising rapidly. This paper reports on experiences of SSAs from the perspective of parents accessing urgent care for their acutely unwell child and of health professionals referring, caring for, or admitting children. Methods A qualitative interview study was conducted by a multi-disciplinary team with patient and public involvement (PPI) to explore contextual factors relating to SSAs and better understand pre-hospital urgent care pathways. Purposive sampling of Health Board areas in Scotland, health professionals with experience of paediatric urgent care pathways and parents with experience of a SSA for their acutely unwell child was undertaken to ensure maximal variation in characteristics such as deprivation, urban-rural and hospital structure. Interviews took place between Dec 2019 and Mar 2021 and thematic framework analysis was applied. Results Twenty-one parents and forty-eight health professionals were interviewed. In the context of an urgent SSA, the themes were centred around shared outcomes of care that matter. The main outcome which was common to both parents and health professionals was the importance of preserving the child's safety. Additional shared outcomes by parents and health professionals were a desire to reduce worries and uncertainty about the illness trajectory, and provide reassurance with sufficient time, space and personnel to undertake a period of skilled observation to assess and manage the acutely unwell child. Parents wanted easy access to urgent care and, preferably, with input from paediatric-trained staff. Healthcare professionals considered that it was important to reduce the number of children admitted to hospital where safe and appropriate to do so. Conclusions The shared outcomes of care between parents and health professionals emphasises the potential merit of adopting a partnership approach in identifying, developing and testing interventions to improve the acceptability, safety, efficiency, and cost-effectiveness of urgent care pathways between home and hospital. Copyright Ã‚Â© 2022 Malcolm et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",TRUE,"Study conducted in Scotland, UK setting confirmed.",TRUE,Study involves short stay admissions in UK hospitals.,TRUE,Qualitative study in a peer-reviewed journal.,Peer-reviewed,0.9,FALSE,Qualitative study without numeric comparative outcomes,FALSE,Unknown,TRUE,"['clinical', 'safety', 'utilization']",0.9
J3627,2022,"Neonatal Discharge after Cardiac Surgery, Can It Be Any Safer?","BACKGROUND AND AIM: In the United Kingdom, as per the New-born and Infant Physical Examination; NIPE programme, all new-borns are expected to be examined within 72 hours of birth, unless they are too unwell. Primary and secondary care are expected to achieve 95% compliance with this. Our project aimed to assess and improve local compliance with these guidelines in the East Midlands Congenial Heart Centre EMCHC, University Hospitals of Leicester. METHOD(S): Data was retrospectively collected from the admissions book for neonates admitted with in 72 hours of life over one year period. NIPE status was checked on the national registry. After presenting initial results in the local quality improvement meeting, several measures were put into place to improve compliance. A re-audit was carried out and showed an overall improvement. RESULT(S): 61 neonates were admitted within 72 hours of birth between August 2019 and August 2020. After exclusion of the deceased patients (n = 3) and patients with no records (n = 1), 50% (n = 28) had NIPE done before discharge. The percentage was lower, 24% when excluding the babies who had NIPE done before transfer to the cardiac centre. This spotted the improvement opportunity. Staff education sessions and presentations were conducted. Re-audit in January 2021 for admissions (n = 21) showed significant improvement in compliance to 76% (n = 16). CONCLUSION(S): Our project not only improved local compliance with the national guidelines, but was also a step forward towards safe patient discharge resulting in being a cost effective measure for the hospital.",TRUE,"Study conducted in the UK, mentions NHS and UK guidelines.",TRUE,Study occurs in a hospital setting.,TRUE,"Unclear publication type, flagged for review",Unknown,0.7,FALSE,No clear comparator group or primary outcomes on cost/impact,FALSE,Unknown,TRUE,"['cost', 'utilization']",0.7
J3628,2022,An ethnographic evaluation of a speciality training pathway for general practice nursing in the UK,"AIMS: The aim of the study was to evaluate the implementation and impact of the General Practice Nurse - Specialty Training (GPN-ST) programme across seven sites in one geographical location in the UK. The objectives were to understand, describe and evaluate: 1) the implementation of the 'proof of concept' training scheme; 2) the learning undertaken during the training; and 3) the impact of the training scheme on individual nurses. These objectives offer the opportunity to describe the potential return on investment for General Practices supporting nurses new to General Practice through the programme. BACKGROUND: General Practice Nurses (GPNs) play a vital role in delivering primary and community care. In the UK there is a shortfall in the GPN workforce. Unlike training for other clinical professions there is currently no standardised training pathway or entry route for nurses wishing to work in General Practice. An ethnographic evaluation was undertaken of a one-year speciality training programme (GPN-ST). The programme, aimed at nurses new to General Practice, included formal higher education training and funded supported learning and mentoring whilst in practice. METHOD(S): A qualitative ethnographic evaluation was undertaken. Observations were conducted of programme implementation, network and education meetings in the scheme. In-depth, semi-structured, interviews and focus groups were conducted with a wide range of professionals (n = 40) including nurse mentors, nursing students, academic providers, commissioners and the programme managers. These data were supplemented by documentary analysis of meeting notes, learning materials, internal student feedback and locally collected evaluation material in line with ethnographic approaches to research. Kirkpatrick's model for course evaluation and complimentary inductive emergent thematic analysis was used. FINDINGS: There is evidence of learning at every level of the Kirkpatrick model from reaction through to changes in behaviour and results in practice for patients. The speciality training route offered opportunities for deep learning for GPNs. The scheme offered a comprehensive career pathway to General Practice nursing which in turn benefited General Practices. Practices benefitted from confident, independent nurses who were able to contribute to patient care, practice safely and also contributed widely in the long-term for example in research, workforce development and mentoring. CONCLUSION(S): General Practice needs to invest in developing a workforce of GPNs, there are significant benefits to investing in the development of GPNs through a training pathway. This scheme provides scope for application in other clinical settings as well in other countries where there is a gap in career progression into GP practices. TWEETABLE ABSTRACT: GPNs play a vital role in delivering primary and community care. Unlike training for other clinical professions there is currently no standardised training pathway or entry route for nurses wishing to work in General Practice. There are significant benefits to investing in the development of GPNs through a training pathway. Copyright Ã‚Â© 2022 The Authors. Published by Elsevier Ltd.. All rights reserved.",TRUE,Study conducted in the UK.,TRUE,"Study occurs in General Practice, a community health setting.",TRUE,Peer-reviewed article evaluating a training program.,Peer-reviewed,0.9,FALSE,No clear comparator or primary outcomes detected,FALSE,Unknown,FALSE,[],0.8
J3629,2022,Does Early Integration of Palliative Care with Acute Oncology Services Improve Cancer Patient Outcomes Following Acute Hospital Admission? A Rapid Review,Introduction Cardiff and Vale tertiary care and cancer centre,TRUE,"Study conducted in Cardiff, Wales, UK.",TRUE,Study occurs in a tertiary care and cancer centre.,TRUE,"Unclear publication type, flagged for review",Unknown,0.6,FALSE,No explicit comparator or primary outcomes detected,FALSE,Unknown,FALSE,[],0.7
J3636,2022,Evolving strategies for meningococcal vaccination in Europe: Overview and key determinants for current and future considerations,"Invasive meningococcal disease (IMD) is a life-threatening, unpredictable condition. Vaccines are available against 5 of the 6 meningococcal serogroups (Men) accounting for nearly all IMD cases worldwide; conjugate monovalent MenC, quadrivalent MenACWY, and protein-based MenB vaccines are commonly used. We provide a comprehensive overview of the evolution of meningococcal vaccination strategies employed in national immunization programmes (NIPs) and their impact on IMD incidence in Europe. A more in-depth description is given for several countries: the United Kingdom (UK), the Netherlands, Greece, Italy, and Ireland. We searched European health authorities' websites and PubMed. Various vaccines and immunization schedules are used in 21 NIPs. Most countries implement MenC vaccination in infants, MenACWY in adolescents, and a growing number, MenB in infants. Only Malta has introduced MenACWY vaccination in infants, and several countries reimburse immunization of toddlers. The UK, Italy, Ireland, Malta, Andorra, and San Marino recommend MenB vaccination in infants and MenACWY vaccination in adolescents, targeting the most prevalent serogroups in the most impacted age groups. Main factors determining new vaccination strategies are fluctuating IMD epidemiology, ease of vaccine implementation, ability to induce herd protection, favorable benefit-risk balance, and acceptable cost-effectiveness. Since 1999, when the UK introduced MenC vaccination, the reduction in IMD incidence has been gradually enhanced as other countries adopted routine meningococcal vaccinations. Meningococcal vaccination strategies in each country are continually adapted to regional epidemiology and national healthcare priorities. Future strategies may include broader coverage vaccines when available (e.g., MenABCWY, MenACWY), depending on prevailing epidemiology. Copyright Ã‚Â© 2021 GlaxoSmithKline Biologicals S.A. Published by Informa UK Limited, trading as Taylor & Francis Group.",TRUE,Study includes UK-specific vaccination strategies.,TRUE,Study discusses national immunization programs in NHS and similar settings.,TRUE,Published in a peer-reviewed journal by Taylor & Francis.,Peer-reviewed,0.9,FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,"['clinical', 'cost']",0.8
J3639,2022,Monitoring bisphosphonate treatment in primary care: PINP and osteoporosis in Sheffield evaluation (pose study),,TRUE,"Study mentions Sheffield, a UK city",TRUE,Primary care setting implied by study title.,TRUE,"Unclear publication type, flagged for review",Unknown,0.5,FALSE,Comparator or primary outcomes not clearly identified,FALSE,Unknown,FALSE,[],0.6
J3640,2022,In Search for Comparability: The PECUNIA Reference Unit Costs for Health and Social Care Services in Europe,"Improving the efficiency of mental healthcare service delivery by learning from international best-practice examples requires valid data, including robust unit costs, which currently often lack cross-country comparability. The European ProgrammE in Costing, resource use measurement and outcome valuation for Use in multi-sectoral National and International health economic evaluAtions (PECUNIA) aimed to harmonize the international unit cost development. This article presents the methodology and set of 36 externally validated, standardized reference unit costs (RUCs) for five health and social care services (general practitioner, dentist, help-line, day-care center, nursing home) in Austria, England, Germany, Hungary, The Netherlands, and Spain based on unambiguous service definitions using the extended DESDE PECUNIA coding framework. The resulting PECUNIA RUCs are largely comparable across countries, with any causes for deviations (e.g., country-specific scope of services) transparently documented. Even under standardized methods, notable limitations due to data-driven divergences in key costing parameters remain. Increased cross-country comparability by adopting a uniform methodology and definitions can advance the quality of evidence-based policy guidance derived from health economic evaluations. The PECUNIA RUCs are available free of charge and aim to significantly improve the quality and feasibility of future economic evaluations and their transferability across mental health systems.",TRUE,Includes England as a study site.,TRUE,Study involves health and social care services.,TRUE,Appears to be a peer-reviewed article on health economics.,Peer-reviewed,0.9,FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,['cost'],0.8
J3641,2022,In Search for Comparability: The PECUNIA Reference Unit Costs for Health and Social Care Services in Europe,"Improving the efficiency of mental healthcare service delivery by learning from international best-practice examples requires valid data, including robust unit costs, which currently often lack cross-country comparability. The European ProgrammE in Costing, resource use measurement and outcome valuation for Use in multi-sectoral National and International health economic evaluAtions (PECUNIA) aimed to harmonize the international unit cost development. This article presents the methodology and set of 36 externally validated, standardized reference unit costs (RUCs) for five health and social care services (general practitioner, dentist, help-line, day-care center, nursing home) in Austria, England, Germany, Hungary, The Netherlands, and Spain based on unambiguous service definitions using the extended DESDE PECUNIA coding framework. The resulting PECUNIA RUCs are largely comparable across countries, with any causes for deviations (e.g., country-specific scope of services) transparently documented. Even under standardized methods, notable limitations due to data-driven divergences in key costing parameters remain. Increased cross-country comparability by adopting a uniform methodology and definitions can advance the quality of evidence-based policy guidance derived from health economic evaluations. The PECUNIA RUCs are available free of charge and aim to significantly improve the quality and feasibility of future economic evaluations and their transferability across mental health systems.",TRUE,Includes England as a study site,TRUE,Study involves health and social care services including GP and nursing homes.,TRUE,Peer-reviewed article on health economics,Peer-reviewed,0.9,FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,['cost'],0.8
